Time,Susceptible,Exposed,Infectious,Recovered
141.2100,0.0309,0.0000,0.0000,0.9690
141.2200,0.0309,0.0000,0.0000,0.9690
141.2300,0.0309,0.0000,0.0000,0.9690
141.2400,0.0309,0.0000,0.0000,0.9690
141.2500,0.0309,0.0000,0.0000,0.9690
141.2600,0.0309,0.0000,0.0000,0.9690
141.2700,0.0309,0.0000,0.0000,0.9690
141.2800,0.0309,0.0000,0.0000,0.9690
141.2900,0.0309,0.0000,0.0000,0.9690
141.3000,0.0309,0.0000,0.0000,0.9690
141.3100,0.0309,0.0000,0.0000,0.9690
141.3200,0.0309,0.0000,0.0000,0.9690
141.3300,0.0309,0.0000,0.0000,0.9690
141.3400,0.0309,0.0000,0.0000,0.9690
141.3500,0.0309,0.0000,0.0000,0.9690
141.3600,0.0309,0.0000,0.0000,0.9690
141.3700,0.0309,0.0000,0.0000,0.9690
141.3800,0.0309,0.0000,0.0000,0.9690
141.3900,0.0309,0.0000,0.0000,0.9690
141.4000,0.0309,0.0000,0.0000,0.9690
141.4100,0.0309,0.0000,0.0000,0.9690
141.4200,0.0309,0.0000,0.0000,0.9690
141.4300,0.0309,0.0000,0.0000,0.9690
141.4400,0.0309,0.0000,0.0000,0.9690
141.4500,0.0309,0.0000,0.0000,0.9690
141.4600,0.0309,0.0000,0.0000,0.9690
141.4700,0.0309,0.0000,0.0000,0.9690
141.4800,0.0309,0.0000,0.0000,0.9690
141.4900,0.0309,0.0000,0.0000,0.9690
141.5000,0.0309,0.0000,0.0000,0.9690
141.5100,0.0309,0.0000,0.0000,0.9690
141.5200,0.0309,0.0000,0.0000,0.9690
141.5300,0.0309,0.0000,0.0000,0.9690
141.5400,0.0309,0.0000,0.0000,0.9690
141.5500,0.0309,0.0000,0.0000,0.9690
141.5600,0.0309,0.0000,0.0000,0.9690
141.5700,0.0309,0.0000,0.0000,0.9690
141.5800,0.0309,0.0000,0.0000,0.9690
141.5900,0.0309,0.0000,0.0000,0.9690
141.6000,0.0309,0.0000,0.0000,0.9690
141.6100,0.0309,0.0000,0.0000,0.9690
141.6200,0.0309,0.0000,0.0000,0.9690
141.6300,0.0309,0.0000,0.0000,0.9690
141.6400,0.0309,0.0000,0.0000,0.9690
141.6500,0.0309,0.0000,0.0000,0.9690
141.6600,0.0309,0.0000,0.0000,0.9690
141.6700,0.0309,0.0000,0.0000,0.9690
141.6800,0.0309,0.0000,0.0000,0.9690
141.6900,0.0309,0.0000,0.0000,0.9690
141.7000,0.0309,0.0000,0.0000,0.9690
141.7100,0.0309,0.0000,0.0000,0.9690
141.7200,0.0309,0.0000,0.0000,0.9690
141.7300,0.0309,0.0000,0.0000,0.9691
141.7400,0.0309,0.0000,0.0000,0.9691
141.7500,0.0309,0.0000,0.0000,0.9691
141.7600,0.0309,0.0000,0.0000,0.9691
141.7700,0.0309,0.0000,0.0000,0.9691
141.7800,0.0309,0.0000,0.0000,0.9691
141.7900,0.0309,0.0000,0.0000,0.9691
141.8000,0.0309,0.0000,0.0000,0.9691
141.8100,0.0309,0.0000,0.0000,0.9691
141.8200,0.0309,0.0000,0.0000,0.9691
141.8300,0.0309,0.0000,0.0000,0.9691
141.8400,0.0309,0.0000,0.0000,0.9691
141.8500,0.0309,0.0000,0.0000,0.9691
141.8600,0.0309,0.0000,0.0000,0.9691
141.8700,0.0309,0.0000,0.0000,0.9691
141.8800,0.0309,0.0000,0.0000,0.9691
141.8900,0.0309,0.0000,0.0000,0.9691
141.9000,0.0309,0.0000,0.0000,0.9691
141.9100,0.0309,0.0000,0.0000,0.9691
141.9200,0.0309,0.0000,0.0000,0.9691
141.9300,0.0309,0.0000,0.0000,0.9691
141.9400,0.0309,0.0000,0.0000,0.9691
141.9500,0.0309,0.0000,0.0000,0.9691
141.9600,0.0309,0.0000,0.0000,0.9691
141.9700,0.0309,0.0000,0.0000,0.9691
141.9800,0.0309,0.0000,0.0000,0.9691
141.9900,0.0309,0.0000,0.0000,0.9691
142.0000,0.0309,0.0000,0.0000,0.9691
142.0100,0.0309,0.0000,0.0000,0.9691
142.0200,0.0308,0.0000,0.0000,0.9691
142.0300,0.0308,0.0000,0.0000,0.9691
142.0400,0.0308,0.0000,0.0000,0.9691
142.0500,0.0308,0.0000,0.0000,0.9691
142.0600,0.0308,0.0000,0.0000,0.9691
142.0700,0.0308,0.0000,0.0000,0.9691
142.0800,0.0308,0.0000,0.0000,0.9691
142.0900,0.0308,0.0000,0.0000,0.9691
142.1000,0.0308,0.0000,0.0000,0.9691
142.1100,0.0308,0.0000,0.0000,0.9691
142.1200,0.0308,0.0000,0.0000,0.9691
142.1300,0.0308,0.0000,0.0000,0.9691
142.1400,0.0308,0.0000,0.0000,0.9691
142.1500,0.0308,0.0000,0.0000,0.9691
142.1600,0.0308,0.0000,0.0000,0.9691
142.1700,0.0308,0.0000,0.0000,0.9691
142.1800,0.0308,0.0000,0.0000,0.9691
142.1900,0.0308,0.0000,0.0000,0.9691
142.2000,0.0308,0.0000,0.0000,0.9691
142.2100,0.0308,0.0000,0.0000,0.9691
142.2200,0.0308,0.0000,0.0000,0.9691
142.2300,0.0308,0.0000,0.0000,0.9691
142.2400,0.0308,0.0000,0.0000,0.9691
142.2500,0.0308,0.0000,0.0000,0.9691
142.2600,0.0308,0.0000,0.0000,0.9691
142.2700,0.0308,0.0000,0.0000,0.9691
142.2800,0.0308,0.0000,0.0000,0.9691
142.2900,0.0308,0.0000,0.0000,0.9691
142.3000,0.0308,0.0000,0.0000,0.9691
142.3100,0.0308,0.0000,0.0000,0.9691
142.3200,0.0308,0.0000,0.0000,0.9691
142.3300,0.0308,0.0000,0.0000,0.9691
142.3400,0.0308,0.0000,0.0000,0.9691
142.3500,0.0308,0.0000,0.0000,0.9691
142.3600,0.0308,0.0000,0.0000,0.9691
142.3700,0.0308,0.0000,0.0000,0.9691
142.3800,0.0308,0.0000,0.0000,0.9691
142.3900,0.0308,0.0000,0.0000,0.9691
142.4000,0.0308,0.0000,0.0000,0.9691
142.4100,0.0308,0.0000,0.0000,0.9691
142.4200,0.0308,0.0000,0.0000,0.9691
142.4300,0.0308,0.0000,0.0000,0.9691
142.4400,0.0308,0.0000,0.0000,0.9691
142.4500,0.0308,0.0000,0.0000,0.9691
142.4600,0.0308,0.0000,0.0000,0.9691
142.4700,0.0308,0.0000,0.0000,0.9691
142.4800,0.0308,0.0000,0.0000,0.9691
142.4900,0.0308,0.0000,0.0000,0.9691
142.5000,0.0308,0.0000,0.0000,0.9691
142.5100,0.0308,0.0000,0.0000,0.9691
142.5200,0.0308,0.0000,0.0000,0.9691
142.5300,0.0308,0.0000,0.0000,0.9691
142.5400,0.0308,0.0000,0.0000,0.9691
142.5500,0.0308,0.0000,0.0000,0.9691
142.5600,0.0308,0.0000,0.0000,0.9691
142.5700,0.0308,0.0000,0.0000,0.9691
142.5800,0.0308,0.0000,0.0000,0.9691
142.5900,0.0308,0.0000,0.0000,0.9691
142.6000,0.0308,0.0000,0.0000,0.9691
142.6100,0.0308,0.0000,0.0000,0.9691
142.6200,0.0308,0.0000,0.0000,0.9691
142.6300,0.0308,0.0000,0.0000,0.9691
142.6400,0.0308,0.0000,0.0000,0.9691
142.6500,0.0308,0.0000,0.0000,0.9691
142.6600,0.0308,0.0000,0.0000,0.9691
142.6700,0.0308,0.0000,0.0000,0.9691
142.6800,0.0308,0.0000,0.0000,0.9691
142.6900,0.0308,0.0000,0.0000,0.9691
142.7000,0.0308,0.0000,0.0000,0.9691
142.7100,0.0308,0.0000,0.0000,0.9691
142.7200,0.0308,0.0000,0.0000,0.9691
142.7300,0.0308,0.0000,0.0000,0.9691
142.7400,0.0308,0.0000,0.0000,0.9691
142.7500,0.0308,0.0000,0.0000,0.9691
142.7600,0.0308,0.0000,0.0000,0.9691
142.7700,0.0308,0.0000,0.0000,0.9691
142.7800,0.0308,0.0000,0.0000,0.9691
142.7900,0.0308,0.0000,0.0000,0.9691
142.8000,0.0308,0.0000,0.0000,0.9691
142.8100,0.0308,0.0000,0.0000,0.9691
142.8200,0.0308,0.0000,0.0000,0.9691
142.8300,0.0308,0.0000,0.0000,0.9691
142.8400,0.0308,0.0000,0.0000,0.9691
142.8500,0.0308,0.0000,0.0000,0.9691
142.8600,0.0308,0.0000,0.0000,0.9691
142.8700,0.0308,0.0000,0.0000,0.9691
142.8800,0.0308,0.0000,0.0000,0.9691
142.8900,0.0308,0.0000,0.0000,0.9691
142.9000,0.0308,0.0000,0.0000,0.9691
142.9100,0.0308,0.0000,0.0000,0.9691
142.9200,0.0308,0.0000,0.0000,0.9691
142.9300,0.0308,0.0000,0.0000,0.9691
142.9400,0.0308,0.0000,0.0000,0.9691
142.9500,0.0308,0.0000,0.0000,0.9691
142.9600,0.0308,0.0000,0.0000,0.9691
142.9700,0.0308,0.0000,0.0000,0.9691
142.9800,0.0308,0.0000,0.0000,0.9691
142.9900,0.0308,0.0000,0.0000,0.9691
143.0000,0.0308,0.0000,0.0000,0.9691
143.0100,0.0308,0.0000,0.0000,0.9691
143.0200,0.0308,0.0000,0.0000,0.9691
143.0300,0.0308,0.0000,0.0000,0.9691
143.0400,0.0308,0.0000,0.0000,0.9691
143.0500,0.0308,0.0000,0.0000,0.9691
143.0600,0.0308,0.0000,0.0000,0.9691
143.0700,0.0308,0.0000,0.0000,0.9691
143.0800,0.0308,0.0000,0.0000,0.9691
143.0900,0.0308,0.0000,0.0000,0.9691
143.1000,0.0308,0.0000,0.0000,0.9691
143.1100,0.0308,0.0000,0.0000,0.9691
143.1200,0.0308,0.0000,0.0000,0.9691
143.1300,0.0308,0.0000,0.0000,0.9691
143.1400,0.0308,0.0000,0.0000,0.9691
143.1500,0.0308,0.0000,0.0000,0.9691
143.1600,0.0308,0.0000,0.0000,0.9691
143.1700,0.0308,0.0000,0.0000,0.9691
143.1800,0.0308,0.0000,0.0000,0.9692
143.1900,0.0308,0.0000,0.0000,0.9692
143.2000,0.0308,0.0000,0.0000,0.9692
143.2100,0.0308,0.0000,0.0000,0.9692
143.2200,0.0308,0.0000,0.0000,0.9692
143.2300,0.0308,0.0000,0.0000,0.9692
143.2400,0.0308,0.0000,0.0000,0.9692
143.2500,0.0308,0.0000,0.0000,0.9692
143.2600,0.0308,0.0000,0.0000,0.9692
143.2700,0.0308,0.0000,0.0000,0.9692
143.2800,0.0308,0.0000,0.0000,0.9692
143.2900,0.0308,0.0000,0.0000,0.9692
143.3000,0.0308,0.0000,0.0000,0.9692
143.3100,0.0308,0.0000,0.0000,0.9692
143.3200,0.0308,0.0000,0.0000,0.9692
143.3300,0.0308,0.0000,0.0000,0.9692
143.3400,0.0308,0.0000,0.0000,0.9692
143.3500,0.0308,0.0000,0.0000,0.9692
143.3600,0.0308,0.0000,0.0000,0.9692
143.3700,0.0308,0.0000,0.0000,0.9692
143.3800,0.0308,0.0000,0.0000,0.9692
143.3900,0.0308,0.0000,0.0000,0.9692
143.4000,0.0308,0.0000,0.0000,0.9692
143.4100,0.0308,0.0000,0.0000,0.9692
143.4200,0.0308,0.0000,0.0000,0.9692
143.4300,0.0308,0.0000,0.0000,0.9692
143.4400,0.0308,0.0000,0.0000,0.9692
143.4500,0.0308,0.0000,0.0000,0.9692
143.4600,0.0308,0.0000,0.0000,0.9692
143.4700,0.0308,0.0000,0.0000,0.9692
143.4800,0.0308,0.0000,0.0000,0.9692
143.4900,0.0308,0.0000,0.0000,0.9692
143.5000,0.0308,0.0000,0.0000,0.9692
143.5100,0.0308,0.0000,0.0000,0.9692
143.5200,0.0308,0.0000,0.0000,0.9692
143.5300,0.0308,0.0000,0.0000,0.9692
143.5400,0.0308,0.0000,0.0000,0.9692
143.5500,0.0308,0.0000,0.0000,0.9692
143.5600,0.0308,0.0000,0.0000,0.9692
143.5700,0.0308,0.0000,0.0000,0.9692
143.5800,0.0308,0.0000,0.0000,0.9692
143.5900,0.0308,0.0000,0.0000,0.9692
143.6000,0.0308,0.0000,0.0000,0.9692
143.6100,0.0308,0.0000,0.0000,0.9692
143.6200,0.0308,0.0000,0.0000,0.9692
143.6300,0.0307,0.0000,0.0000,0.9692
143.6400,0.0307,0.0000,0.0000,0.9692
143.6500,0.0307,0.0000,0.0000,0.9692
143.6600,0.0307,0.0000,0.0000,0.9692
143.6700,0.0307,0.0000,0.0000,0.9692
143.6800,0.0307,0.0000,0.0000,0.9692
143.6900,0.0307,0.0000,0.0000,0.9692
143.7000,0.0307,0.0000,0.0000,0.9692
143.7100,0.0307,0.0000,0.0000,0.9692
143.7200,0.0307,0.0000,0.0000,0.9692
143.7300,0.0307,0.0000,0.0000,0.9692
143.7400,0.0307,0.0000,0.0000,0.9692
143.7500,0.0307,0.0000,0.0000,0.9692
143.7600,0.0307,0.0000,0.0000,0.9692
143.7700,0.0307,0.0000,0.0000,0.9692
143.7800,0.0307,0.0000,0.0000,0.9692
143.7900,0.0307,0.0000,0.0000,0.9692
143.8000,0.0307,0.0000,0.0000,0.9692
143.8100,0.0307,0.0000,0.0000,0.9692
143.8200,0.0307,0.0000,0.0000,0.9692
143.8300,0.0307,0.0000,0.0000,0.9692
143.8400,0.0307,0.0000,0.0000,0.9692
143.8500,0.0307,0.0000,0.0000,0.9692
143.8600,0.0307,0.0000,0.0000,0.9692
143.8700,0.0307,0.0000,0.0000,0.9692
143.8800,0.0307,0.0000,0.0000,0.9692
143.8900,0.0307,0.0000,0.0000,0.9692
143.9000,0.0307,0.0000,0.0000,0.9692
143.9100,0.0307,0.0000,0.0000,0.9692
143.9200,0.0307,0.0000,0.0000,0.9692
143.9300,0.0307,0.0000,0.0000,0.9692
143.9400,0.0307,0.0000,0.0000,0.9692
143.9500,0.0307,0.0000,0.0000,0.9692
143.9600,0.0307,0.0000,0.0000,0.9692
143.9700,0.0307,0.0000,0.0000,0.9692
143.9800,0.0307,0.0000,0.0000,0.9692
143.9900,0.0307,0.0000,0.0000,0.9692
144.0000,0.0307,0.0000,0.0000,0.9692
144.0100,0.0307,0.0000,0.0000,0.9692
144.0200,0.0307,0.0000,0.0000,0.9692
144.0300,0.0307,0.0000,0.0000,0.9692
144.0400,0.0307,0.0000,0.0000,0.9692
144.0500,0.0307,0.0000,0.0000,0.9692
144.0600,0.0307,0.0000,0.0000,0.9692
144.0700,0.0307,0.0000,0.0000,0.9692
144.0800,0.0307,0.0000,0.0000,0.9692
144.0900,0.0307,0.0000,0.0000,0.9692
144.1000,0.0307,0.0000,0.0000,0.9692
144.1100,0.0307,0.0000,0.0000,0.9692
144.1200,0.0307,0.0000,0.0000,0.9692
144.1300,0.0307,0.0000,0.0000,0.9692
144.1400,0.0307,0.0000,0.0000,0.9692
144.1500,0.0307,0.0000,0.0000,0.9692
144.1600,0.0307,0.0000,0.0000,0.9692
144.1700,0.0307,0.0000,0.0000,0.9692
144.1800,0.0307,0.0000,0.0000,0.9692
144.1900,0.0307,0.0000,0.0000,0.9692
144.2000,0.0307,0.0000,0.0000,0.9692
144.2100,0.0307,0.0000,0.0000,0.9692
144.2200,0.0307,0.0000,0.0000,0.9692
144.2300,0.0307,0.0000,0.0000,0.9692
144.2400,0.0307,0.0000,0.0000,0.9692
144.2500,0.0307,0.0000,0.0000,0.9692
144.2600,0.0307,0.0000,0.0000,0.9692
144.2700,0.0307,0.0000,0.0000,0.9692
144.2800,0.0307,0.0000,0.0000,0.9692
144.2900,0.0307,0.0000,0.0000,0.9692
144.3000,0.0307,0.0000,0.0000,0.9692
144.3100,0.0307,0.0000,0.0000,0.9692
144.3200,0.0307,0.0000,0.0000,0.9692
144.3300,0.0307,0.0000,0.0000,0.9692
144.3400,0.0307,0.0000,0.0000,0.9692
144.3500,0.0307,0.0000,0.0000,0.9692
144.3600,0.0307,0.0000,0.0000,0.9692
144.3700,0.0307,0.0000,0.0000,0.9692
144.3800,0.0307,0.0000,0.0000,0.9692
144.3900,0.0307,0.0000,0.0000,0.9692
144.4000,0.0307,0.0000,0.0000,0.9692
144.4100,0.0307,0.0000,0.0000,0.9692
144.4200,0.0307,0.0000,0.0000,0.9692
144.4300,0.0307,0.0000,0.0000,0.9692
144.4400,0.0307,0.0000,0.0000,0.9692
144.4500,0.0307,0.0000,0.0000,0.9692
144.4600,0.0307,0.0000,0.0000,0.9692
144.4700,0.0307,0.0000,0.0000,0.9692
144.4800,0.0307,0.0000,0.0000,0.9692
144.4900,0.0307,0.0000,0.0000,0.9692
144.5000,0.0307,0.0000,0.0000,0.9692
144.5100,0.0307,0.0000,0.0000,0.9692
144.5200,0.0307,0.0000,0.0000,0.9692
144.5300,0.0307,0.0000,0.0000,0.9692
144.5400,0.0307,0.0000,0.0000,0.9692
144.5500,0.0307,0.0000,0.0000,0.9692
144.5600,0.0307,0.0000,0.0000,0.9692
144.5700,0.0307,0.0000,0.0000,0.9692
144.5800,0.0307,0.0000,0.0000,0.9692
144.5900,0.0307,0.0000,0.0000,0.9692
144.6000,0.0307,0.0000,0.0000,0.9692
144.6100,0.0307,0.0000,0.0000,0.9692
144.6200,0.0307,0.0000,0.0000,0.9692
144.6300,0.0307,0.0000,0.0000,0.9692
144.6400,0.0307,0.0000,0.0000,0.9692
144.6500,0.0307,0.0000,0.0000,0.9692
144.6600,0.0307,0.0000,0.0000,0.9693
144.6700,0.0307,0.0000,0.0000,0.9693
144.6800,0.0307,0.0000,0.0000,0.9693
144.6900,0.0307,0.0000,0.0000,0.9693
144.7000,0.0307,0.0000,0.0000,0.9693
144.7100,0.0307,0.0000,0.0000,0.9693
144.7200,0.0307,0.0000,0.0000,0.9693
144.7300,0.0307,0.0000,0.0000,0.9693
144.7400,0.0307,0.0000,0.0000,0.9693
144.7500,0.0307,0.0000,0.0000,0.9693
144.7600,0.0307,0.0000,0.0000,0.9693
144.7700,0.0307,0.0000,0.0000,0.9693
144.7800,0.0307,0.0000,0.0000,0.9693
144.7900,0.0307,0.0000,0.0000,0.9693
144.8000,0.0307,0.0000,0.0000,0.9693
144.8100,0.0307,0.0000,0.0000,0.9693
144.8200,0.0307,0.0000,0.0000,0.9693
144.8300,0.0307,0.0000,0.0000,0.9693
144.8400,0.0307,0.0000,0.0000,0.9693
144.8500,0.0307,0.0000,0.0000,0.9693
144.8600,0.0307,0.0000,0.0000,0.9693
144.8700,0.0307,0.0000,0.0000,0.9693
144.8800,0.0307,0.0000,0.0000,0.9693
144.8900,0.0307,0.0000,0.0000,0.9693
144.9000,0.0307,0.0000,0.0000,0.9693
144.9100,0.0307,0.0000,0.0000,0.9693
144.9200,0.0307,0.0000,0.0000,0.9693
144.9300,0.0307,0.0000,0.0000,0.9693
144.9400,0.0307,0.0000,0.0000,0.9693
144.9500,0.0307,0.0000,0.0000,0.9693
144.9600,0.0307,0.0000,0.0000,0.9693
144.9700,0.0307,0.0000,0.0000,0.9693
144.9800,0.0307,0.0000,0.0000,0.9693
144.9900,0.0307,0.0000,0.0000,0.9693
145.0000,0.0307,0.0000,0.0000,0.9693
145.0100,0.0307,0.0000,0.0000,0.9693
145.0200,0.0307,0.0000,0.0000,0.9693
145.0300,0.0307,0.0000,0.0000,0.9693
145.0400,0.0307,0.0000,0.0000,0.9693
145.0500,0.0307,0.0000,0.0000,0.9693
145.0600,0.0307,0.0000,0.0000,0.9693
145.0700,0.0307,0.0000,0.0000,0.9693
145.0800,0.0307,0.0000,0.0000,0.9693
145.0900,0.0307,0.0000,0.0000,0.9693
145.1000,0.0307,0.0000,0.0000,0.9693
145.1100,0.0307,0.0000,0.0000,0.9693
145.1200,0.0307,0.0000,0.0000,0.9693
145.1300,0.0307,0.0000,0.0000,0.9693
145.1400,0.0307,0.0000,0.0000,0.9693
145.1500,0.0307,0.0000,0.0000,0.9693
145.1600,0.0307,0.0000,0.0000,0.9693
145.1700,0.0307,0.0000,0.0000,0.9693
145.1800,0.0307,0.0000,0.0000,0.9693
145.1900,0.0307,0.0000,0.0000,0.9693
145.2000,0.0307,0.0000,0.0000,0.9693
145.2100,0.0307,0.0000,0.0000,0.9693
145.2200,0.0307,0.0000,0.0000,0.9693
145.2300,0.0307,0.0000,0.0000,0.9693
145.2400,0.0306,0.0000,0.0000,0.9693
145.2500,0.0306,0.0000,0.0000,0.9693
145.2600,0.0306,0.0000,0.0000,0.9693
145.2700,0.0306,0.0000,0.0000,0.9693
145.2800,0.0306,0.0000,0.0000,0.9693
145.2900,0.0306,0.0000,0.0000,0.9693
145.3000,0.0306,0.0000,0.0000,0.9693
145.3100,0.0306,0.0000,0.0000,0.9693
145.3200,0.0306,0.0000,0.0000,0.9693
145.3300,0.0306,0.0000,0.0000,0.9693
145.3400,0.0306,0.0000,0.0000,0.9693
145.3500,0.0306,0.0000,0.0000,0.9693
145.3600,0.0306,0.0000,0.0000,0.9693
145.3700,0.0306,0.0000,0.0000,0.9693
145.3800,0.0306,0.0000,0.0000,0.9693
145.3900,0.0306,0.0000,0.0000,0.9693
145.4000,0.0306,0.0000,0.0000,0.9693
145.4100,0.0306,0.0000,0.0000,0.9693
145.4200,0.0306,0.0000,0.0000,0.9693
145.4300,0.0306,0.0000,0.0000,0.9693
145.4400,0.0306,0.0000,0.0000,0.9693
145.4500,0.0306,0.0000,0.0000,0.9693
145.4600,0.0306,0.0000,0.0000,0.9693
145.4700,0.0306,0.0000,0.0000,0.9693
145.4800,0.0306,0.0000,0.0000,0.9693
145.4900,0.0306,0.0000,0.0000,0.9693
145.5000,0.0306,0.0000,0.0000,0.9693
145.5100,0.0306,0.0000,0.0000,0.9693
145.5200,0.0306,0.0000,0.0000,0.9693
145.5300,0.0306,0.0000,0.0000,0.9693
145.5400,0.0306,0.0000,0.0000,0.9693
145.5500,0.0306,0.0000,0.0000,0.9693
145.5600,0.0306,0.0000,0.0000,0.9693
145.5700,0.0306,0.0000,0.0000,0.9693
145.5800,0.0306,0.0000,0.0000,0.9693
145.5900,0.0306,0.0000,0.0000,0.9693
145.6000,0.0306,0.0000,0.0000,0.9693
145.6100,0.0306,0.0000,0.0000,0.9693
145.6200,0.0306,0.0000,0.0000,0.9693
145.6300,0.0306,0.0000,0.0000,0.9693
145.6400,0.0306,0.0000,0.0000,0.9693
145.6500,0.0306,0.0000,0.0000,0.9693
145.6600,0.0306,0.0000,0.0000,0.9693
145.6700,0.0306,0.0000,0.0000,0.9693
145.6800,0.0306,0.0000,0.0000,0.9693
145.6900,0.0306,0.0000,0.0000,0.9693
145.7000,0.0306,0.0000,0.0000,0.9693
145.7100,0.0306,0.0000,0.0000,0.9693
145.7200,0.0306,0.0000,0.0000,0.9693
145.7300,0.0306,0.0000,0.0000,0.9693
145.7400,0.0306,0.0000,0.0000,0.9693
145.7500,0.0306,0.0000,0.0000,0.9693
145.7600,0.0306,0.0000,0.0000,0.9693
145.7700,0.0306,0.0000,0.0000,0.9693
145.7800,0.0306,0.0000,0.0000,0.9693
145.7900,0.0306,0.0000,0.0000,0.9693
145.8000,0.0306,0.0000,0.0000,0.9693
145.8100,0.0306,0.0000,0.0000,0.9693
145.8200,0.0306,0.0000,0.0000,0.9693
145.8300,0.0306,0.0000,0.0000,0.9693
145.8400,0.0306,0.0000,0.0000,0.9693
145.8500,0.0306,0.0000,0.0000,0.9693
145.8600,0.0306,0.0000,0.0000,0.9693
145.8700,0.0306,0.0000,0.0000,0.9693
145.8800,0.0306,0.0000,0.0000,0.9693
145.8900,0.0306,0.0000,0.0000,0.9693
145.9000,0.0306,0.0000,0.0000,0.9693
145.9100,0.0306,0.0000,0.0000,0.9693
145.9200,0.0306,0.0000,0.0000,0.9693
145.9300,0.0306,0.0000,0.0000,0.9693
145.9400,0.0306,0.0000,0.0000,0.9693
145.9500,0.0306,0.0000,0.0000,0.9693
145.9600,0.0306,0.0000,0.0000,0.9693
145.9700,0.0306,0.0000,0.0000,0.9693
145.9800,0.0306,0.0000,0.0000,0.9693
145.9900,0.0306,0.0000,0.0000,0.9693
146.0000,0.0306,0.0000,0.0000,0.9693
146.0100,0.0306,0.0000,0.0000,0.9693
146.0200,0.0306,0.0000,0.0000,0.9693
146.0300,0.0306,0.0000,0.0000,0.9693
146.0400,0.0306,0.0000,0.0000,0.9693
146.0500,0.0306,0.0000,0.0000,0.9693
146.0600,0.0306,0.0000,0.0000,0.9693
146.0700,0.0306,0.0000,0.0000,0.9693
146.0800,0.0306,0.0000,0.0000,0.9693
146.0900,0.0306,0.0000,0.0000,0.9693
146.1000,0.0306,0.0000,0.0000,0.9693
146.1100,0.0306,0.0000,0.0000,0.9693
146.1200,0.0306,0.0000,0.0000,0.9693
146.1300,0.0306,0.0000,0.0000,0.9693
146.1400,0.0306,0.0000,0.0000,0.9693
146.1500,0.0306,0.0000,0.0000,0.9693
146.1600,0.0306,0.0000,0.0000,0.9694
146.1700,0.0306,0.0000,0.0000,0.9694
146.1800,0.0306,0.0000,0.0000,0.9694
146.1900,0.0306,0.0000,0.0000,0.9694
146.2000,0.0306,0.0000,0.0000,0.9694
146.2100,0.0306,0.0000,0.0000,0.9694
146.2200,0.0306,0.0000,0.0000,0.9694
146.2300,0.0306,0.0000,0.0000,0.9694
146.2400,0.0306,0.0000,0.0000,0.9694
146.2500,0.0306,0.0000,0.0000,0.9694
146.2600,0.0306,0.0000,0.0000,0.9694
146.2700,0.0306,0.0000,0.0000,0.9694
146.2800,0.0306,0.0000,0.0000,0.9694
146.2900,0.0306,0.0000,0.0000,0.9694
146.3000,0.0306,0.0000,0.0000,0.9694
146.3100,0.0306,0.0000,0.0000,0.9694
146.3200,0.0306,0.0000,0.0000,0.9694
146.3300,0.0306,0.0000,0.0000,0.9694
146.3400,0.0306,0.0000,0.0000,0.9694
146.3500,0.0306,0.0000,0.0000,0.9694
146.3600,0.0306,0.0000,0.0000,0.9694
146.3700,0.0306,0.0000,0.0000,0.9694
146.3800,0.0306,0.0000,0.0000,0.9694
146.3900,0.0306,0.0000,0.0000,0.9694
146.4000,0.0306,0.0000,0.0000,0.9694
146.4100,0.0306,0.0000,0.0000,0.9694
146.4200,0.0306,0.0000,0.0000,0.9694
146.4300,0.0306,0.0000,0.0000,0.9694
146.4400,0.0306,0.0000,0.0000,0.9694
146.4500,0.0306,0.0000,0.0000,0.9694
146.4600,0.0306,0.0000,0.0000,0.9694
146.4700,0.0306,0.0000,0.0000,0.9694
146.4800,0.0306,0.0000,0.0000,0.9694
146.4900,0.0306,0.0000,0.0000,0.9694
146.5000,0.0306,0.0000,0.0000,0.9694
146.5100,0.0306,0.0000,0.0000,0.9694
146.5200,0.0306,0.0000,0.0000,0.9694
146.5300,0.0306,0.0000,0.0000,0.9694
146.5400,0.0306,0.0000,0.0000,0.9694
146.5500,0.0306,0.0000,0.0000,0.9694
146.5600,0.0306,0.0000,0.0000,0.9694
146.5700,0.0306,0.0000,0.0000,0.9694
146.5800,0.0306,0.0000,0.0000,0.9694
146.5900,0.0306,0.0000,0.0000,0.9694
146.6000,0.0306,0.0000,0.0000,0.9694
146.6100,0.0306,0.0000,0.0000,0.9694
146.6200,0.0306,0.0000,0.0000,0.9694
146.6300,0.0306,0.0000,0.0000,0.9694
146.6400,0.0306,0.0000,0.0000,0.9694
146.6500,0.0306,0.0000,0.0000,0.9694
146.6600,0.0306,0.0000,0.0000,0.9694
146.6700,0.0306,0.0000,0.0000,0.9694
146.6800,0.0306,0.0000,0.0000,0.9694
146.6900,0.0306,0.0000,0.0000,0.9694
146.7000,0.0306,0.0000,0.0000,0.9694
146.7100,0.0306,0.0000,0.0000,0.9694
146.7200,0.0306,0.0000,0.0000,0.9694
146.7300,0.0306,0.0000,0.0000,0.9694
146.7400,0.0306,0.0000,0.0000,0.9694
146.7500,0.0306,0.0000,0.0000,0.9694
146.7600,0.0306,0.0000,0.0000,0.9694
146.7700,0.0306,0.0000,0.0000,0.9694
146.7800,0.0306,0.0000,0.0000,0.9694
146.7900,0.0306,0.0000,0.0000,0.9694
