Time,Susceptible,Exposed,Infectious,Recovered,Total Infected
39.11,9149.42,501.63,260.25,88.69,761.89
39.12,9148.23,502.32,260.63,88.82,762.95
39.13,9147.04,503.01,261.00,88.95,764.01
39.14,9145.85,503.70,261.37,89.08,765.07
39.15,9144.65,504.39,261.74,89.21,766.14
39.16,9143.45,505.08,262.12,89.34,767.20
39.17,9142.26,505.78,262.49,89.47,768.27
39.18,9141.06,506.47,262.87,89.61,769.34
39.19,9139.85,507.17,263.24,89.74,770.41
39.20,9138.65,507.86,263.62,89.87,771.48
39.21,9137.45,508.56,263.99,90.00,772.55
39.22,9136.24,509.26,264.37,90.13,773.63
39.23,9135.03,509.96,264.75,90.27,774.70
39.24,9133.82,510.66,265.12,90.40,775.78
39.25,9132.61,511.36,265.50,90.53,776.86
39.26,9131.40,512.06,265.88,90.66,777.94
39.27,9130.19,512.76,266.26,90.80,779.02
39.28,9128.97,513.46,266.64,90.93,780.10
39.29,9127.75,514.16,267.02,91.06,781.18
39.30,9126.54,514.87,267.40,91.20,782.27
39.31,9125.32,515.57,267.78,91.33,783.35
39.32,9124.09,516.28,268.16,91.46,784.44
39.33,9122.87,516.99,268.54,91.60,785.53
39.34,9121.65,517.70,268.93,91.73,786.62
39.35,9120.42,518.40,269.31,91.87,787.71
39.36,9119.19,519.11,269.69,92.00,788.81
39.37,9117.96,519.82,270.08,92.14,789.90
39.38,9116.73,520.54,270.46,92.27,791.00
39.39,9115.50,521.25,270.85,92.41,792.10
39.40,9114.26,521.96,271.23,92.54,793.20
39.41,9113.03,522.68,271.62,92.68,794.30
39.42,9111.79,523.39,272.01,92.81,795.40
39.43,9110.55,524.11,272.39,92.95,796.50
39.44,9109.31,524.82,272.78,93.09,797.61
39.45,9108.07,525.54,273.17,93.22,798.71
39.46,9106.82,526.26,273.56,93.36,799.82
39.47,9105.58,526.98,273.95,93.49,800.93
39.48,9104.33,527.70,274.34,93.63,802.04
39.49,9103.08,528.42,274.73,93.77,803.15
39.50,9101.83,529.14,275.12,93.91,804.26
39.51,9100.58,529.87,275.51,94.04,805.38
39.52,9099.32,530.59,275.91,94.18,806.49
39.53,9098.07,531.31,276.30,94.32,807.61
39.54,9096.81,532.04,276.69,94.46,808.73
39.55,9095.55,532.77,277.08,94.60,809.85
39.56,9094.29,533.49,277.48,94.73,810.97
39.57,9093.03,534.22,277.87,94.87,812.09
39.58,9091.77,534.95,278.27,95.01,813.22
39.59,9090.50,535.68,278.66,95.15,814.34
39.60,9089.24,536.41,279.06,95.29,815.47
39.61,9087.97,537.14,279.46,95.43,816.60
39.62,9086.70,537.88,279.86,95.57,817.73
39.63,9085.43,538.61,280.25,95.71,818.86
39.64,9084.15,539.34,280.65,95.85,820.00
39.65,9082.88,540.08,281.05,95.99,821.13
39.66,9081.60,540.82,281.45,96.13,822.27
39.67,9080.33,541.55,281.85,96.27,823.40
39.68,9079.05,542.29,282.25,96.41,824.54
39.69,9077.76,543.03,282.65,96.55,825.68
39.70,9076.48,543.77,283.05,96.70,826.82
39.71,9075.20,544.51,283.46,96.84,827.97
39.72,9073.91,545.25,283.86,96.98,829.11
39.73,9072.62,545.99,284.26,97.12,830.26
39.74,9071.33,546.74,284.67,97.26,831.40
39.75,9070.04,547.48,285.07,97.40,832.55
39.76,9068.75,548.23,285.48,97.55,833.70
39.77,9067.45,548.97,285.88,97.69,834.86
39.78,9066.16,549.72,286.29,97.83,836.01
39.79,9064.86,550.47,286.69,97.98,837.16
39.80,9063.56,551.22,287.10,98.12,838.32
39.81,9062.26,551.97,287.51,98.26,839.48
39.82,9060.96,552.72,287.92,98.41,840.64
39.83,9059.65,553.47,288.33,98.55,841.80
39.84,9058.35,554.22,288.73,98.69,842.96
39.85,9057.04,554.98,289.14,98.84,844.12
39.86,9055.73,555.73,289.55,98.98,845.29
39.87,9054.42,556.49,289.97,99.13,846.45
39.88,9053.11,557.24,290.38,99.27,847.62
39.89,9051.79,558.00,290.79,99.42,848.79
39.90,9050.48,558.76,291.20,99.56,849.96
39.91,9049.16,559.52,291.62,99.71,851.13
39.92,9047.84,560.28,292.03,99.86,852.31
39.93,9046.52,561.04,292.44,100.00,853.48
39.94,9045.19,561.80,292.86,100.15,854.66
39.95,9043.87,562.56,293.27,100.29,855.84
39.96,9042.54,563.33,293.69,100.44,857.02
39.97,9041.22,564.09,294.11,100.59,858.20
39.98,9039.89,564.86,294.52,100.73,859.38
39.99,9038.56,565.62,294.94,100.88,860.56
40.00,9037.22,566.39,295.36,101.03,861.75
40.01,9035.89,567.16,295.78,101.18,862.93
40.02,9034.55,567.93,296.20,101.32,864.12
40.03,9033.21,568.70,296.62,101.47,865.31
40.04,9031.87,569.47,297.04,101.62,866.50
40.05,9030.53,570.24,297.46,101.77,867.70
40.06,9029.19,571.01,297.88,101.92,868.89
40.07,9027.84,571.79,298.30,102.07,870.09
40.08,9026.50,572.56,298.72,102.22,871.29
40.09,9025.15,573.34,299.15,102.37,872.48
40.10,9023.80,574.11,299.57,102.52,873.68
40.11,9022.45,574.89,300.00,102.67,874.89
40.12,9021.10,575.67,300.42,102.82,876.09
40.13,9019.74,576.45,300.85,102.97,877.29
40.14,9018.38,577.23,301.27,103.12,878.50
40.15,9017.02,578.01,301.70,103.27,879.71
40.16,9015.66,578.79,302.13,103.42,880.92
40.17,9014.30,579.58,302.55,103.57,882.13
40.18,9012.94,580.36,302.98,103.72,883.34
40.19,9011.57,581.14,303.41,103.87,884.55
40.20,9010.21,581.93,303.84,104.02,885.77
40.21,9008.84,582.72,304.27,104.18,886.99
40.22,9007.47,583.51,304.70,104.33,888.21
40.23,9006.09,584.29,305.13,104.48,889.43
40.24,9004.72,585.08,305.56,104.63,890.65
40.25,9003.35,585.87,306.00,104.78,891.87
40.26,9001.97,586.67,306.43,104.94,893.09
40.27,9000.59,587.46,306.86,105.09,894.32
40.28,8999.21,588.25,307.30,105.24,895.55
40.29,8997.82,589.05,307.73,105.40,896.78
40.30,8996.44,589.84,308.17,105.55,898.01
40.31,8995.05,590.64,308.60,105.71,899.24
40.32,8993.67,591.44,309.04,105.86,900.47
40.33,8992.28,592.23,309.47,106.01,901.71
40.34,8990.88,593.03,309.91,106.17,902.95
40.35,8989.49,593.83,310.35,106.32,904.18
40.36,8988.10,594.63,310.79,106.48,905.42
40.37,8986.70,595.44,311.23,106.64,906.66
40.38,8985.30,596.24,311.67,106.79,907.91
40.39,8983.90,597.04,312.11,106.95,909.15
40.40,8982.50,597.85,312.55,107.10,910.40
40.41,8981.10,598.65,312.99,107.26,911.65
40.42,8979.69,599.46,313.43,107.42,912.89
40.43,8978.28,600.27,313.88,107.57,914.14
40.44,8976.87,601.08,314.32,107.73,915.40
40.45,8975.46,601.89,314.76,107.89,916.65
40.46,8974.05,602.70,315.21,108.04,917.91
40.47,8972.64,603.51,315.65,108.20,919.16
40.48,8971.22,604.32,316.10,108.36,920.42
40.49,8969.80,605.14,316.54,108.52,921.68
40.50,8968.38,605.95,316.99,108.68,922.94
40.51,8966.96,606.77,317.44,108.83,924.21
40.52,8965.54,607.58,317.89,108.99,925.47
40.53,8964.11,608.40,318.34,109.15,926.74
40.54,8962.69,609.22,318.78,109.31,928.00
40.55,8961.26,610.04,319.23,109.47,929.27
40.56,8959.83,610.86,319.68,109.63,930.54
40.57,8958.39,611.68,320.14,109.79,931.82
40.58,8956.96,612.50,320.59,109.95,933.09
40.59,8955.53,613.33,321.04,110.11,934.36
40.60,8954.09,614.15,321.49,110.27,935.64
40.61,8952.65,614.97,321.95,110.43,936.92
40.62,8951.21,615.80,322.40,110.59,938.20
40.63,8949.76,616.63,322.85,110.75,939.48
40.64,8948.32,617.46,323.31,110.91,940.77
40.65,8946.87,618.28,323.77,111.08,942.05
40.66,8945.42,619.11,324.22,111.24,943.34
40.67,8943.97,619.95,324.68,111.40,944.63
40.68,8942.52,620.78,325.14,111.56,945.91
40.69,8941.07,621.61,325.59,111.73,947.21
40.70,8939.61,622.44,326.05,111.89,948.50
40.71,8938.16,623.28,326.51,112.05,949.79
40.72,8936.70,624.12,326.97,112.21,951.09
40.73,8935.24,624.95,327.43,112.38,952.39
40.74,8933.77,625.79,327.89,112.54,953.69
40.75,8932.31,626.63,328.36,112.71,954.99
40.76,8930.84,627.47,328.82,112.87,956.29
40.77,8929.37,628.31,329.28,113.03,957.59
40.78,8927.90,629.15,329.75,113.20,958.90
40.79,8926.43,629.99,330.21,113.36,960.21
40.80,8924.96,630.84,330.68,113.53,961.51
40.81,8923.48,631.68,331.14,113.69,962.82
40.82,8922.00,632.53,331.61,113.86,964.14
40.83,8920.52,633.38,332.07,114.03,965.45
40.84,8919.04,634.22,332.54,114.19,966.76
40.85,8917.56,635.07,333.01,114.36,968.08
40.86,8916.08,635.92,333.48,114.52,969.40
40.87,8914.59,636.77,333.95,114.69,970.72
40.88,8913.10,637.62,334.42,114.86,972.04
40.89,8911.61,638.48,334.89,115.03,973.36
40.90,8910.12,639.33,335.36,115.19,974.69
40.91,8908.62,640.19,335.83,115.36,976.02
40.92,8907.13,641.04,336.30,115.53,977.34
40.93,8905.63,641.90,336.77,115.70,978.67
40.94,8904.13,642.76,337.25,115.86,980.00
40.95,8902.63,643.61,337.72,116.03,981.34
40.96,8901.13,644.47,338.20,116.20,982.67
40.97,8899.62,645.34,338.67,116.37,984.01
40.98,8898.11,646.20,339.15,116.54,985.35
40.99,8896.61,647.06,339.62,116.71,986.68
41.00,8895.09,647.92,340.10,116.88,988.03
41.01,8893.58,648.79,340.58,117.05,989.37
41.02,8892.07,649.65,341.06,117.22,990.71
41.03,8890.55,650.52,341.54,117.39,992.06
41.04,8889.03,651.39,342.02,117.56,993.41
41.05,8887.51,652.26,342.50,117.73,994.75
41.06,8885.99,653.13,342.98,117.90,996.11
41.07,8884.47,654.00,343.46,118.08,997.46
41.08,8882.94,654.87,343.94,118.25,998.81
41.09,8881.41,655.74,344.43,118.42,1000.17
41.10,8879.88,656.62,344.91,118.59,1001.52
41.11,8878.35,657.49,345.39,118.76,1002.88
41.12,8876.82,658.37,345.88,118.94,1004.24
41.13,8875.28,659.24,346.36,119.11,1005.61
41.14,8873.75,660.12,346.85,119.28,1006.97
41.15,8872.21,661.00,347.34,119.46,1008.34
41.16,8870.67,661.88,347.82,119.63,1009.70
41.17,8869.12,662.76,348.31,119.80,1011.07
41.18,8867.58,663.64,348.80,119.98,1012.44
41.19,8866.03,664.52,349.29,120.15,1013.81
41.20,8864.49,665.41,349.78,120.33,1015.19
41.21,8862.93,666.29,350.27,120.50,1016.56
41.22,8861.38,667.18,350.76,120.68,1017.94
41.23,8859.83,668.07,351.25,120.85,1019.32
41.24,8858.27,668.95,351.75,121.03,1020.70
41.25,8856.71,669.84,352.24,121.20,1022.08
41.26,8855.15,670.73,352.73,121.38,1023.47
41.27,8853.59,671.62,353.23,121.56,1024.85
41.28,8852.03,672.52,353.72,121.73,1026.24
41.29,8850.46,673.41,354.22,121.91,1027.63
41.30,8848.90,674.30,354.71,122.09,1029.02
41.31,8847.33,675.20,355.21,122.26,1030.41
41.32,8845.76,676.09,355.71,122.44,1031.80
41.33,8844.18,676.99,356.21,122.62,1033.20
41.34,8842.61,677.89,356.71,122.80,1034.60
41.35,8841.03,678.79,357.20,122.98,1035.99
41.36,8839.45,679.69,357.70,123.15,1037.39
41.37,8837.87,680.59,358.21,123.33,1038.80
41.38,8836.29,681.49,358.71,123.51,1040.20
41.39,8834.70,682.40,359.21,123.69,1041.61
41.40,8833.12,683.30,359.71,123.87,1043.01
41.41,8831.53,684.21,360.22,124.05,1044.42
41.42,8829.94,685.11,360.72,124.23,1045.83
41.43,8828.34,686.02,361.22,124.41,1047.24
41.44,8826.75,686.93,361.73,124.59,1048.66
41.45,8825.15,687.84,362.24,124.77,1050.07
41.46,8823.55,688.75,362.74,124.95,1051.49
41.47,8821.95,689.66,363.25,125.14,1052.91
41.48,8820.35,690.57,363.76,125.32,1054.33
41.49,8818.75,691.49,364.27,125.50,1055.75
41.50,8817.14,692.40,364.78,125.68,1057.18
41.51,8815.53,693.32,365.29,125.86,1058.60
41.52,8813.92,694.23,365.80,126.05,1060.03
41.53,8812.31,695.15,366.31,126.23,1061.46
41.54,8810.70,696.07,366.82,126.41,1062.89
41.55,8809.08,696.99,367.33,126.60,1064.32
41.56,8807.46,697.91,367.85,126.78,1065.76
41.57,8805.84,698.83,368.36,126.96,1067.19
41.58,8804.22,699.76,368.87,127.15,1068.63
41.59,8802.60,700.68,369.39,127.33,1070.07
41.60,8800.97,701.61,369.91,127.52,1071.51
41.61,8799.34,702.53,370.42,127.70,1072.95
41.62,8797.71,703.46,370.94,127.89,1074.40
41.63,8796.08,704.39,371.46,128.07,1075.84
41.64,8794.45,705.32,371.98,128.26,1077.29
41.65,8792.81,706.25,372.50,128.44,1078.74
41.66,8791.18,707.18,373.02,128.63,1080.19
41.67,8789.54,708.11,373.54,128.82,1081.65
41.68,8787.89,709.04,374.06,129.00,1083.10
41.69,8786.25,709.98,374.58,129.19,1084.56
41.70,8784.61,710.91,375.10,129.38,1086.02
41.71,8782.96,711.85,375.63,129.57,1087.48
41.72,8781.31,712.79,376.15,129.75,1088.94
41.73,8779.66,713.73,376.67,129.94,1090.40
41.74,8778.00,714.67,377.20,130.13,1091.87
41.75,8776.35,715.61,377.73,130.32,1093.33
41.76,8774.69,716.55,378.25,130.51,1094.80
41.77,8773.03,717.49,378.78,130.70,1096.27
41.78,8771.37,718.44,379.31,130.89,1097.75
41.79,8769.71,719.38,379.84,131.08,1099.22
41.80,8768.04,720.33,380.37,131.27,1100.69
41.81,8766.37,721.28,380.90,131.46,1102.17
41.82,8764.70,722.22,381.43,131.65,1103.65
41.83,8763.03,723.17,381.96,131.84,1105.13
41.84,8761.36,724.12,382.49,132.03,1106.61
41.85,8759.68,725.07,383.02,132.22,1108.10
41.86,8758.00,726.03,383.56,132.41,1109.59
41.87,8756.32,726.98,384.09,132.60,1111.07
41.88,8754.64,727.94,384.63,132.79,1112.56
41.89,8752.96,728.89,385.16,132.99,1114.05
41.90,8751.27,729.85,385.70,133.18,1115.55
41.91,8749.59,730.81,386.24,133.37,1117.04
41.92,8747.90,731.76,386.77,133.57,1118.54
41.93,8746.20,732.72,387.31,133.76,1120.04
41.94,8744.51,733.69,387.85,133.95,1121.54
41.95,8742.82,734.65,388.39,134.15,1123.04
41.96,8741.12,735.61,388.93,134.34,1124.54
41.97,8739.42,736.58,389.47,134.53,1126.05
41.98,8737.72,737.54,390.01,134.73,1127.55
41.99,8736.01,738.51,390.56,134.92,1129.06
42.00,8734.31,739.47,391.10,135.12,1130.57
42.01,8732.60,740.44,391.64,135.32,1132.09
42.02,8730.89,741.41,392.19,135.51,1133.60
42.03,8729.18,742.38,392.73,135.71,1135.12
42.04,8727.46,743.35,393.28,135.90,1136.63
42.05,8725.75,744.33,393.83,136.10,1138.15
42.06,8724.03,745.30,394.37,136.30,1139.68
42.07,8722.31,746.28,394.92,136.49,1141.20
42.08,8720.58,747.25,395.47,136.69,1142.72
42.09,8718.86,748.23,396.02,136.89,1144.25
42.10,8717.13,749.21,396.57,137.09,1145.78
42.11,8715.41,750.19,397.12,137.29,1147.31
42.12,8713.67,751.17,397.67,137.48,1148.84
42.13,8711.94,752.15,398.23,137.68,1150.37
42.14,8710.21,753.13,398.78,137.88,1151.91
42.15,8708.47,754.11,399.33,138.08,1153.45
42.16,8706.73,755.10,399.89,138.28,1154.99
42.17,8704.99,756.09,400.44,138.48,1156.53
42.18,8703.25,757.07,401.00,138.68,1158.07
42.19,8701.50,758.06,401.55,138.88,1159.61
42.20,8699.76,759.05,402.11,139.08,1161.16
42.21,8698.01,760.04,402.67,139.28,1162.71
42.22,8696.26,761.03,403.23,139.49,1164.26
42.23,8694.50,762.02,403.79,139.69,1165.81
42.24,8692.75,763.02,404.35,139.89,1167.36
42.25,8690.99,764.01,404.91,140.09,1168.92
42.26,8689.23,765.01,405.47,140.29,1170.48
42.27,8687.47,766.00,406.03,140.50,1172.04
42.28,8685.70,767.00,406.60,140.70,1173.60
42.29,8683.94,768.00,407.16,140.90,1175.16
42.30,8682.17,769.00,407.72,141.11,1176.72
42.31,8680.40,770.00,408.29,141.31,1178.29
42.32,8678.63,771.00,408.85,141.51,1179.86
42.33,8676.86,772.01,409.42,141.72,1181.43
42.34,8675.08,773.01,409.99,141.92,1183.00
42.35,8673.30,774.01,410.56,142.13,1184.57
42.36,8671.52,775.02,411.13,142.33,1186.15
42.37,8669.74,776.03,411.69,142.54,1187.72
42.38,8667.95,777.04,412.26,142.74,1189.30
42.39,8666.17,778.05,412.84,142.95,1190.88
42.40,8664.38,779.06,413.41,143.16,1192.47
42.41,8662.59,780.07,413.98,143.36,1194.05
42.42,8660.79,781.08,414.55,143.57,1195.64
42.43,8659.00,782.10,415.13,143.78,1197.22
42.44,8657.20,783.11,415.70,143.99,1198.81
42.45,8655.40,784.13,416.28,144.19,1200.40
42.46,8653.60,785.15,416.85,144.40,1202.00
42.47,8651.80,786.16,417.43,144.61,1203.59
42.48,8649.99,787.18,418.01,144.82,1205.19
42.49,8648.18,788.20,418.58,145.03,1206.79
42.50,8646.37,789.23,419.16,145.24,1208.39
42.51,8644.56,790.25,419.74,145.45,1209.99
42.52,8642.75,791.27,420.32,145.66,1211.60
42.53,8640.93,792.30,420.90,145.87,1213.20
42.54,8639.11,793.32,421.49,146.08,1214.81
42.55,8637.29,794.35,422.07,146.29,1216.42
42.56,8635.47,795.38,422.65,146.50,1218.03
42.57,8633.64,796.41,423.24,146.71,1219.65
42.58,8631.82,797.44,423.82,146.92,1221.26
42.59,8629.99,798.47,424.41,147.13,1222.88
42.60,8628.16,799.50,424.99,147.35,1224.50
42.61,8626.32,800.54,425.58,147.56,1226.12
42.62,8624.49,801.57,426.17,147.77,1227.74
42.63,8622.65,802.61,426.76,147.98,1229.37
42.64,8620.81,803.65,427.35,148.20,1230.99
42.65,8618.97,804.69,427.94,148.41,1232.62
42.66,8617.12,805.73,428.53,148.63,1234.25
42.67,8615.28,806.77,429.12,148.84,1235.88
42.68,8613.43,807.81,429.71,149.05,1237.52
42.69,8611.58,808.85,430.30,149.27,1239.15
42.70,8609.72,809.89,430.90,149.48,1240.79
42.71,8607.87,810.94,431.49,149.70,1242.43
42.72,8606.01,811.99,432.09,149.92,1244.07
42.73,8604.15,813.03,432.68,150.13,1245.72
42.74,8602.29,814.08,433.28,150.35,1247.36
42.75,8600.43,815.13,433.88,150.56,1249.01
42.76,8598.56,816.18,434.47,150.78,1250.66
42.77,8596.69,817.23,435.07,151.00,1252.31
42.78,8594.82,818.29,435.67,151.22,1253.96
42.79,8592.95,819.34,436.27,151.43,1255.61
42.80,8591.08,820.39,436.87,151.65,1257.27
42.81,8589.20,821.45,437.48,151.87,1258.93
42.82,8587.32,822.51,438.08,152.09,1260.59
42.83,8585.44,823.57,438.68,152.31,1262.25
42.84,8583.56,824.63,439.29,152.53,1263.91
42.85,8581.67,825.69,439.89,152.75,1265.58
42.86,8579.79,826.75,440.50,152.97,1267.25
42.87,8577.90,827.81,441.10,153.19,1268.92
42.88,8576.00,828.88,441.71,153.41,1270.59
42.89,8574.11,829.94,442.32,153.63,1272.26
42.90,8572.21,831.01,442.93,153.85,1273.94
42.91,8570.31,832.08,443.54,154.07,1275.61
42.92,8568.41,833.14,444.15,154.29,1277.29
42.93,8566.51,834.21,444.76,154.52,1278.97
42.94,8564.61,835.28,445.37,154.74,1280.66
42.95,8562.70,836.36,445.98,154.96,1282.34
42.96,8560.79,837.43,446.60,155.18,1284.03
42.97,8558.88,838.50,447.21,155.41,1285.71
42.98,8556.96,839.58,447.83,155.63,1287.40
42.99,8555.05,840.65,448.44,155.85,1289.10
43.00,8553.13,841.73,449.06,156.08,1290.79
43.01,8551.21,842.81,449.68,156.30,1292.49
43.02,8549.29,843.89,450.29,156.53,1294.18
43.03,8547.36,844.97,450.91,156.75,1295.88
43.04,8545.44,846.05,451.53,156.98,1297.59
43.05,8543.51,847.14,452.15,157.20,1299.29
43.06,8541.57,848.22,452.77,157.43,1300.99
43.07,8539.64,849.31,453.40,157.66,1302.70
43.08,8537.70,850.39,454.02,157.88,1304.41
43.09,8535.77,851.48,454.64,158.11,1306.12
43.10,8533.83,852.57,455.27,158.34,1307.84
43.11,8531.88,853.66,455.89,158.57,1309.55
43.12,8529.94,854.75,456.52,158.79,1311.27
43.13,8527.99,855.84,457.14,159.02,1312.99
43.14,8526.04,856.94,457.77,159.25,1314.71
43.15,8524.09,858.03,458.40,159.48,1316.43
43.16,8522.14,859.13,459.03,159.71,1318.15
43.17,8520.18,860.22,459.66,159.94,1319.88
43.18,8518.22,861.32,460.29,160.17,1321.61
43.19,8516.26,862.42,460.92,160.40,1323.34
43.20,8514.30,863.52,461.55,160.63,1325.07
43.21,8512.34,864.62,462.18,160.86,1326.81
43.22,8510.37,865.73,462.82,161.09,1328.54
43.23,8508.40,866.83,463.45,161.32,1330.28
43.24,8506.43,867.93,464.09,161.55,1332.02
43.25,8504.45,869.04,464.72,161.79,1333.76
43.26,8502.48,870.15,465.36,162.02,1335.50
43.27,8500.50,871.25,466.00,162.25,1337.25
43.28,8498.52,872.36,466.63,162.48,1339.00
43.29,8496.54,873.47,467.27,162.72,1340.75
43.30,8494.55,874.59,467.91,162.95,1342.50
43.31,8492.56,875.70,468.55,163.18,1344.25
43.32,8490.57,876.81,469.19,163.42,1346.01
43.33,8488.58,877.93,469.84,163.65,1347.77
43.34,8486.59,879.04,470.48,163.89,1349.52
43.35,8484.59,880.16,471.12,164.12,1351.29
43.36,8482.59,881.28,471.77,164.36,1353.05
43.37,8480.59,882.40,472.41,164.59,1354.81
43.38,8478.59,883.52,473.06,164.83,1356.58
43.39,8476.58,884.64,473.71,165.07,1358.35
43.40,8474.58,885.77,474.35,165.30,1360.12
43.41,8472.57,886.89,475.00,165.54,1361.89
43.42,8470.55,888.02,475.65,165.78,1363.67
43.43,8468.54,889.14,476.30,166.02,1365.44
43.44,8466.52,890.27,476.95,166.26,1367.22
43.45,8464.50,891.40,477.61,166.49,1369.00
43.46,8462.48,892.53,478.26,166.73,1370.79
43.47,8460.46,893.66,478.91,166.97,1372.57
43.48,8458.43,894.79,479.57,167.21,1374.36
43.49,8456.40,895.92,480.22,167.45,1376.15
43.50,8454.37,897.06,480.88,167.69,1377.94
43.51,8452.34,898.20,481.53,167.93,1379.73
43.52,8450.31,899.33,482.19,168.17,1381.52
43.53,8448.27,900.47,482.85,168.41,1383.32
43.54,8446.23,901.61,483.51,168.65,1385.12
43.55,8444.19,902.75,484.17,168.90,1386.92
43.56,8442.14,903.89,484.83,169.14,1388.72
43.57,8440.10,905.03,485.49,169.38,1390.52
43.58,8438.05,906.18,486.15,169.62,1392.33
43.59,8436.00,907.32,486.82,169.87,1394.14
43.60,8433.94,908.47,487.48,170.11,1395.95
43.61,8431.89,909.62,488.14,170.35,1397.76
43.62,8429.83,910.76,488.81,170.60,1399.57
43.63,8427.77,911.91,489.48,170.84,1401.39
43.64,8425.71,913.06,490.14,171.09,1403.21
43.65,8423.64,914.22,490.81,171.33,1405.03
43.66,8421.57,915.37,491.48,171.58,1406.85
43.67,8419.50,916.52,492.15,171.82,1408.67
43.68,8417.43,917.68,492.82,172.07,1410.50
43.69,8415.36,918.83,493.49,172.32,1412.33
43.70,8413.28,919.99,494.16,172.56,1414.16
43.71,8411.20,921.15,494.84,172.81,1415.99
43.72,8409.12,922.31,495.51,173.06,1417.82
43.73,8407.04,923.47,496.18,173.30,1419.66
43.74,8404.95,924.63,496.86,173.55,1421.49
43.75,8402.86,925.80,497.54,173.80,1423.33
43.76,8400.77,926.96,498.21,174.05,1425.18
43.77,8398.68,928.13,498.89,174.30,1427.02
43.78,8396.59,929.29,499.57,174.55,1428.86
43.79,8394.49,930.46,500.25,174.80,1430.71
43.80,8392.39,931.63,500.93,175.05,1432.56
43.81,8390.29,932.80,501.61,175.30,1434.41
43.82,8388.18,933.97,502.29,175.55,1436.27
43.83,8386.08,935.15,502.98,175.80,1438.12
43.84,8383.97,936.32,503.66,176.05,1439.98
43.85,8381.86,937.50,504.34,176.30,1441.84
43.86,8379.74,938.67,505.03,176.56,1443.70
43.87,8377.63,939.85,505.72,176.81,1445.56
43.88,8375.51,941.03,506.40,177.06,1447.43
43.89,8373.39,942.21,507.09,177.32,1449.30
43.90,8371.26,943.39,507.78,177.57,1451.17
43.91,8369.14,944.57,508.47,177.82,1453.04
43.92,8367.01,945.75,509.16,178.08,1454.91
43.93,8364.88,946.94,509.85,178.33,1456.79
43.94,8362.75,948.12,510.54,178.59,1458.66
43.95,8360.61,949.31,511.23,178.84,1460.54
43.96,8358.48,950.50,511.93,179.10,1462.43
43.97,8356.34,951.69,512.62,179.35,1464.31
43.98,8354.20,952.88,513.32,179.61,1466.19
43.99,8352.05,954.07,514.01,179.87,1468.08
44.00,8349.91,955.26,514.71,180.12,1469.97
44.01,8347.76,956.45,515.41,180.38,1471.86
44.02,8345.61,957.65,516.11,180.64,1473.76
44.03,8343.45,958.84,516.81,180.90,1475.65
44.04,8341.30,960.04,517.51,181.15,1477.55
44.05,8339.14,961.24,518.21,181.41,1479.45
44.06,8336.98,962.44,518.91,181.67,1481.35
44.07,8334.81,963.64,519.61,181.93,1483.25
44.08,8332.65,964.84,520.32,182.19,1485.16
44.09,8330.48,966.05,521.02,182.45,1487.07
44.10,8328.31,967.25,521.73,182.71,1488.98
44.11,8326.14,968.45,522.43,182.97,1490.89
44.12,8323.96,969.66,523.14,183.23,1492.80
44.13,8321.79,970.87,523.85,183.50,1494.72
44.14,8319.61,972.08,524.56,183.76,1496.64
44.15,8317.42,973.29,525.27,184.02,1498.56
44.16,8315.24,974.50,525.98,184.28,1500.48
44.17,8313.05,975.71,526.69,184.55,1502.40
44.18,8310.86,976.92,527.40,184.81,1504.33
44.19,8308.67,978.14,528.12,185.07,1506.26
44.20,8306.48,979.35,528.83,185.34,1508.19
44.21,8304.28,980.57,529.55,185.60,1510.12
44.22,8302.08,981.79,530.26,185.87,1512.05
44.23,8299.88,983.01,530.98,186.13,1513.99
44.24,8297.68,984.23,531.70,186.40,1515.93
44.25,8295.47,985.45,532.41,186.66,1517.87
44.26,8293.26,986.67,533.13,186.93,1519.81
44.27,8291.05,987.90,533.85,187.20,1521.75
44.28,8288.84,989.12,534.57,187.46,1523.70
44.29,8286.62,990.35,535.30,187.73,1525.65
44.30,8284.41,991.58,536.02,188.00,1527.60
44.31,8282.19,992.81,536.74,188.27,1529.55
44.32,8279.96,994.04,537.47,188.53,1531.50
44.33,8277.74,995.27,538.19,188.80,1533.46
44.34,8275.51,996.50,538.92,189.07,1535.42
44.35,8273.28,997.73,539.65,189.34,1537.38
44.36,8271.05,998.97,540.37,189.61,1539.34
44.37,8268.81,1000.20,541.10,189.88,1541.31
44.38,8266.58,1001.44,541.83,190.15,1543.27
44.39,8264.34,1002.68,542.56,190.42,1545.24
44.40,8262.09,1003.92,543.29,190.69,1547.21
44.41,8259.85,1005.16,544.03,190.97,1549.18
44.42,8257.60,1006.40,544.76,191.24,1551.16
44.43,8255.35,1007.64,545.49,191.51,1553.14
44.44,8253.10,1008.89,546.23,191.78,1555.11
44.45,8250.85,1010.13,546.96,192.06,1557.10
44.46,8248.59,1011.38,547.70,192.33,1559.08
44.47,8246.33,1012.63,548.44,192.60,1561.06
44.48,8244.07,1013.87,549.18,192.88,1563.05
44.49,8241.81,1015.12,549.92,193.15,1565.04
44.50,8239.54,1016.38,550.66,193.43,1567.03
44.51,8237.27,1017.63,551.40,193.70,1569.02
44.52,8235.00,1018.88,552.14,193.98,1571.02
44.53,8232.73,1020.14,552.88,194.25,1573.02
44.54,8230.45,1021.39,553.63,194.53,1575.02
